item,itemLabel,gender,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q113488775,Mme FRANÇOISE REMARCK,female,Q79897138,Ministre de la Culture et de la Francophonie,2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q113488775-64DEE8FE-9BFB-4A70-96B1-05EA36F6463E
Q113528137,M. JEAN-LUC ASSI,male,Q114777332,Ministre de l’Environnement et du Développement Durable,2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q113528137-214E1507-6C8F-450D-9333-A1976DE3095A
Q113680500,M. SOULEYMANE DIARRASSOUBA,male,Q114787372,"Ministre du Commerce, de l’Industrie et de la Promotion des PME",2017-01-11,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q113680500-95304bb1-4589-d023-6962-d5910ab988a5
Q113835506,M. EPIPHANE ZORO BALLO,male,Q114787378,Ministre de la Promotion de la Bonne Gouvernance et de la lutte contre la corruption,2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q113835506-93341E5F-B215-4947-82B1-E970D471194B
Q114788517,M. AMADOU COULIBALY,male,Q114787373,"Ministre de la Communication et de l’Economie Numérique, porte-parole du gouvernement",2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q114788517-60837950-6B8F-49EA-9CA0-C5B1412C5B92
Q114788519,M. KOFFI N’GUESSAN,male,Q114787386,"Ministre de l’Enseignement technique, de la Formation professionnelle et de l’Apprentissage",2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q114788519-52BB9883-E561-4144-A3CA-71B8DB46BD68
Q114788520,M. MOUSSA SANOGO,male,Q114787371,Ministre du Budget et du Portefeuille de l’Etat,2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q114788520-109C51DB-C3B9-4B07-86A9-0ED9A9B90E8D
Q114788522,M. PIERRE DIMBA,male,Q112062263,"Ministre de la Santé, de l’Hygiène publique et de la Couverture Maladie Universelle",2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q114788522-CE4428D1-B958-4552-A8FB-5BB9B37FA588
Q19392607,Tiémoko Meyliet Koné,male,Q27880670,Vice-President of Ivory Coast,2022-04-19,,,,Q19392607-6C588578-71CC-46E2-949C-1E22FC44E138
Q21280596,M. SIDI TIEMOKO TOURE,male,Q114787369,Ministre des Ressources Animales et Halieutiques,2021-04-05,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q21280596-9B920D37-FC90-4666-BA33-9070B149A2DF
Q22085045,Mme NIALE KABA,female,Q114777123,Ministre du Plan et du Développement,2016-01-13,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q22085045-102455c1-47e5-854c-2fe3-aa7dfd3b9bef
Q24056959,Mme MARIATOU KONE,female,Q26959537,Ministre de l’Education Nationale et de l’Alphabétisation,2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q24056959-68B7A40B-A8F5-46FD-B8CA-661678439FBA
Q2824041,M. ADAMA COULIBALY,male,Q97933077,Ministre de l’Economie et des Finances,2019-09-04,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q2824041-5F9E3B1D-BDC5-4982-BBEF-11D7DCC3E7AD
Q30728030,Mme ANNE DESIREE OULOTO,female,Q114787327,Ministre de la Fonction Publique,2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q30728030-0F9CAB09-5267-489C-BD60-5F3BE30A6EF5
Q3192595,Mme KANDIA KAMISSOKO CAMARA,female,Q113504776,"Ministre d’Etat, Ministre des Affaires Etrangères, de l’intégration Africaine et de la Diaspora",2021-04-06,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q3192595-66EEC9A8-6862-4291-8057-D6D852E27EF4
Q3369176,PATRICK JEROME ACHI,male,Q3401763,"PREMIER MINISTRE, CHEF DU GOUVERNEMENT",2021-03-08,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q3369176-76AF6F67-7515-4C5E-ABAD-BE3DAAB8D417
Q3472182,M. MAMADOU SANGAFOWA COULIBALY,male,Q114787381,"Ministre des Mines, du Pétrole et de l’Energie",2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q3472182-18008D4F-DE11-427B-BF5F-750379DCF050
Q41675123,M. MAMADOU TOURE,male,Q114787390,"Ministre de la Promotion de la Jeunesse , de l’Insertion professionnelle et du Service civique, Porte-parole adjoint du Gouvernement",2018-07-10,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q41675123-4DBF7E29-B768-4A4A-824A-9FA3E42D7253
Q44738480,M. BRUNO NABAGNE KONE,male,Q114791254,"Ministre de la Construction, du Logement et de l'Urbanisme",2018-07-10,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q44738480-4672e579-4dae-fe13-660f-72ececa09335
Q56308663,M. PAULIN CLAUDE DANHO,male,Q114787385,Ministre des Sports,2018-07-10,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q56308663-69C9624A-6C1F-4CC9-8932-DA7870D6279B
Q57413,Alassane Ouattara,male,Q3409195,President of the Ivory Coast,2010-12-04,,,,Q57413-C9FC9F18-AE11-4AA5-826C-E45ECE218472
Q59867225,M. KOBENAN KOUASSI ADJOUMANI,male,Q114777316,"Ministre d’Etat, Ministre de l’Agriculture et du Développement Rural",2019-10-04,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q59867225-9DD4A02E-28E9-4F75-8B0C-FCB18AF93EF7
Q60832327,M. AMADOU KONE,male,Q114777329,Ministre des Transports,2017-01-11,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q60832327-0644DFB7-4C60-470D-A3BD-200AEF25C1E6
Q62566689,M. BOUAKE FOFANA,male,Q114787379,"Ministre de l’Hydraulique, de l’Assainissement et de la Salubrité",2022-04-20,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q62566689-E78967F6-8C00-4C00-8AD6-8AF155180302
Q90018658,M. SANSAN KAMBILE,male,Q114787380,"Garde des Sceaux, Ministre de la Justice et des Droits de l’Homme",2016-01-13,,https://www.gouv.ci/_legouvernement.php?recordID=27,2022-11-08,Q90018658-F805500B-27CE-460B-9EDE-E2BA32CA87E0
